Product Key,Product Code,Category Key,Product Category,Product Subcategory,Product Name,Product Cost,Product Colour,Product Size,Product Line,Product Class,Product Model,Product Description,Product Date,Product Status
301,FR-M94B-46,12,Components,Mountain Frames,"HL Mountain Frame - Black, 46",617.0281,Black,46,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
302,FR-M94B-46,12,Components,Mountain Frames,"HL Mountain Frame - Black, 46",653.6971,Black,46,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2024-07-01 00:00:00.000,NULL
303,FR-M94B-46,12,Components,Mountain Frames,"HL Mountain Frame - Black, 46",739.041,Black,46,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2025-07-01 00:00:00.000,Current
304,FR-M94B-38,12,Components,Mountain Frames,"HL Mountain Frame - Black, 38",617.0281,Black,38,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
305,FR-M94B-38,12,Components,Mountain Frames,"HL Mountain Frame - Black, 38",653.6971,Black,38,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2024-07-01 00:00:00.000,NULL
306,FR-M94B-38,12,Components,Mountain Frames,"HL Mountain Frame - Black, 38",739.041,Black,38,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2025-07-01 00:00:00.000,Current
307,FR-M94S-38,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",623.8403,Silver,38,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
308,FR-M94S-38,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",660.9142,Silver,38,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2024-07-01 00:00:00.000,NULL
309,FR-M94S-38,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",747.2002,Silver,38,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2025-07-01 00:00:00.000,Current
310,BK-R93R-62,2,Bikes,Road Bikes,"Road-150 Red, 62",2171.2942,Red,62,"R ","H ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2023-07-01 00:00:00.000,NULL
311,BK-R93R-44,2,Bikes,Road Bikes,"Road-150 Red, 44",2171.2942,Red,44,"R ","H ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2023-07-01 00:00:00.000,NULL
312,BK-R93R-48,2,Bikes,Road Bikes,"Road-150 Red, 48",2171.2942,Red,48,"R ","H ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2023-07-01 00:00:00.000,NULL
313,BK-R93R-52,2,Bikes,Road Bikes,"Road-150 Red, 52",2171.2942,Red,52,"R ","H ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2023-07-01 00:00:00.000,NULL
314,BK-R93R-56,2,Bikes,Road Bikes,"Road-150 Red, 56",2171.2942,Red,56,"R ","H ",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",2023-07-01 00:00:00.000,NULL
315,BK-R68R-58,2,Bikes,Road Bikes,"Road-450 Red, 58",884.7083,Red,58,"R ","M ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2023-07-01 00:00:00.000,NULL
316,BK-R68R-60,2,Bikes,Road Bikes,"Road-450 Red, 60",884.7083,Red,60,"R ","M ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2023-07-01 00:00:00.000,NULL
317,BK-R68R-44,2,Bikes,Road Bikes,"Road-450 Red, 44",884.7083,Red,44,"R ","M ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2023-07-01 00:00:00.000,NULL
318,BK-R68R-48,2,Bikes,Road Bikes,"Road-450 Red, 48",884.7083,Red,48,"R ","M ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2023-07-01 00:00:00.000,NULL
319,BK-R68R-52,2,Bikes,Road Bikes,"Road-450 Red, 52",884.7083,Red,52,"R ","M ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2023-07-01 00:00:00.000,NULL
320,BK-R50R-58,2,Bikes,Road Bikes,"Road-650 Red, 58",413.1463,Red,58,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
321,BK-R50R-58,2,Bikes,Road Bikes,"Road-650 Red, 58",486.7066,Red,58,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
322,BK-R50R-60,2,Bikes,Road Bikes,"Road-650 Red, 60",413.1463,Red,60,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
323,BK-R50R-60,2,Bikes,Road Bikes,"Road-650 Red, 60",486.7066,Red,60,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
324,BK-R50R-62,2,Bikes,Road Bikes,"Road-650 Red, 62",413.1463,Red,62,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
325,BK-R50R-62,2,Bikes,Road Bikes,"Road-650 Red, 62",486.7066,Red,62,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
326,BK-R50R-44,2,Bikes,Road Bikes,"Road-650 Red, 44",413.1463,Red,44,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
327,BK-R50R-44,2,Bikes,Road Bikes,"Road-650 Red, 44",486.7066,Red,44,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
328,BK-R50R-48,2,Bikes,Road Bikes,"Road-650 Red, 48",413.1463,Red,48,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
329,BK-R50R-48,2,Bikes,Road Bikes,"Road-650 Red, 48",486.7066,Red,48,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
330,BK-R50R-52,2,Bikes,Road Bikes,"Road-650 Red, 52",413.1463,Red,52,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
331,BK-R50R-52,2,Bikes,Road Bikes,"Road-650 Red, 52",486.7066,Red,52,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
332,BK-R50B-58,2,Bikes,Road Bikes,"Road-650 Black, 58",413.1463,Black,58,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
333,BK-R50B-58,2,Bikes,Road Bikes,"Road-650 Black, 58",486.7066,Black,58,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
334,BK-R50B-60,2,Bikes,Road Bikes,"Road-650 Black, 60",413.1463,Black,60,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
335,BK-R50B-60,2,Bikes,Road Bikes,"Road-650 Black, 60",486.7066,Black,60,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
336,BK-R50B-62,2,Bikes,Road Bikes,"Road-650 Black, 62",413.1463,Black,62,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
337,BK-R50B-62,2,Bikes,Road Bikes,"Road-650 Black, 62",486.7066,Black,62,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
338,BK-R50B-44,2,Bikes,Road Bikes,"Road-650 Black, 44",413.1463,Black,44,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
339,BK-R50B-44,2,Bikes,Road Bikes,"Road-650 Black, 44",486.7066,Black,44,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
340,BK-R50B-48,2,Bikes,Road Bikes,"Road-650 Black, 48",413.1463,Black,48,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
341,BK-R50B-48,2,Bikes,Road Bikes,"Road-650 Black, 48",486.7066,Black,48,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
342,BK-R50B-52,2,Bikes,Road Bikes,"Road-650 Black, 52",413.1463,Black,52,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2023-07-01 00:00:00.000,NULL
343,BK-R50B-52,2,Bikes,Road Bikes,"Road-650 Black, 52",486.7066,Black,52,"R ","L ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2024-07-01 00:00:00.000,NULL
344,BK-M82S-38,1,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",1912.1544,Silver,38,"M ","H ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2023-07-01 00:00:00.000,NULL
345,BK-M82S-42,1,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",1912.1544,Silver,42,"M ","H ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2023-07-01 00:00:00.000,NULL
346,BK-M82S-44,1,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",1912.1544,Silver,44,"M ","H ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2023-07-01 00:00:00.000,NULL
347,BK-M82S-48,1,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",1912.1544,Silver,48,"M ","H ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2023-07-01 00:00:00.000,NULL
348,BK-M82B-38,1,Bikes,Mountain Bikes,"Mountain-100 Black, 38",1898.0944,Black,38,"M ","H ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2023-07-01 00:00:00.000,NULL
349,BK-M82B-42,1,Bikes,Mountain Bikes,"Mountain-100 Black, 42",1898.0944,Black,42,"M ","H ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2023-07-01 00:00:00.000,NULL
350,BK-M82B-44,1,Bikes,Mountain Bikes,"Mountain-100 Black, 44",1898.0944,Black,44,"M ","H ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2023-07-01 00:00:00.000,NULL
351,BK-M82B-48,1,Bikes,Mountain Bikes,"Mountain-100 Black, 48",1898.0944,Black,48,"M ","H ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2023-07-01 00:00:00.000,NULL
352,BK-M68S-38,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1117.8559,Silver,38,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2024-07-01 00:00:00.000,NULL
353,BK-M68S-38,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1265.6195,Silver,38,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2025-07-01 00:00:00.000,Current
354,BK-M68S-42,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1117.8559,Silver,42,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2024-07-01 00:00:00.000,NULL
355,BK-M68S-42,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1265.6195,Silver,42,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2025-07-01 00:00:00.000,Current
356,BK-M68S-46,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1117.8559,Silver,46,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2024-07-01 00:00:00.000,NULL
357,BK-M68S-46,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1265.6195,Silver,46,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2025-07-01 00:00:00.000,Current
358,BK-M68B-38,1,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1105.81,Black,38,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2024-07-01 00:00:00.000,NULL
359,BK-M68B-38,1,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1251.9813,Black,38,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2025-07-01 00:00:00.000,Current
360,BK-M68B-42,1,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1105.81,Black,42,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2024-07-01 00:00:00.000,NULL
361,BK-M68B-42,1,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1251.9813,Black,42,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2025-07-01 00:00:00.000,Current
362,BK-M68B-46,1,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1105.81,Black,46,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2024-07-01 00:00:00.000,NULL
363,BK-M68B-46,1,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1251.9813,Black,46,"M ","H ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2025-07-01 00:00:00.000,Current
364,BK-M47B-38,1,Bikes,Mountain Bikes,"Mountain-300 Black, 38",598.4354,Black,38,"M ","M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2024-07-01 00:00:00.000,NULL
365,BK-M47B-40,1,Bikes,Mountain Bikes,"Mountain-300 Black, 40",598.4354,Black,40,"M ","M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2024-07-01 00:00:00.000,NULL
366,BK-M47B-44,1,Bikes,Mountain Bikes,"Mountain-300 Black, 44",598.4354,Black,44,"M ","M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2024-07-01 00:00:00.000,NULL
367,BK-M47B-48,1,Bikes,Mountain Bikes,"Mountain-300 Black, 48",598.4354,Black,48,"M ","M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2024-07-01 00:00:00.000,NULL
368,BK-R89R-44,2,Bikes,Road Bikes,"Road-250 Red, 44",1518.7864,Red,44,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2024-07-01 00:00:00.000,NULL
369,BK-R89R-48,2,Bikes,Road Bikes,"Road-250 Red, 48",1518.7864,Red,48,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2024-07-01 00:00:00.000,NULL
370,BK-R89R-52,2,Bikes,Road Bikes,"Road-250 Red, 52",1518.7864,Red,52,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2024-07-01 00:00:00.000,NULL
371,BK-R89R-58,2,Bikes,Road Bikes,"Road-250 Red, 58",1320.6838,Red,58,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2024-07-01 00:00:00.000,NULL
372,BK-R89R-58,2,Bikes,Road Bikes,"Road-250 Red, 58",1554.9479,Red,58,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2025-07-01 00:00:00.000,Current
373,BK-R89B-44,2,Bikes,Road Bikes,"Road-250 Black, 44",1320.6838,Black,44,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2024-07-01 00:00:00.000,NULL
374,BK-R89B-44,2,Bikes,Road Bikes,"Road-250 Black, 44",1554.9479,Black,44,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2025-07-01 00:00:00.000,Current
375,BK-R89B-48,2,Bikes,Road Bikes,"Road-250 Black, 48",1320.6838,Black,48,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2024-07-01 00:00:00.000,NULL
376,BK-R89B-48,2,Bikes,Road Bikes,"Road-250 Black, 48",1554.9479,Black,48,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2025-07-01 00:00:00.000,Current
377,BK-R89B-52,2,Bikes,Road Bikes,"Road-250 Black, 52",1320.6838,Black,52,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2024-07-01 00:00:00.000,NULL
378,BK-R89B-52,2,Bikes,Road Bikes,"Road-250 Black, 52",1554.9479,Black,52,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2025-07-01 00:00:00.000,Current
379,BK-R89B-58,2,Bikes,Road Bikes,"Road-250 Black, 58",1320.6838,Black,58,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2024-07-01 00:00:00.000,NULL
380,BK-R89B-58,2,Bikes,Road Bikes,"Road-250 Black, 58",1554.9479,Black,58,"R ","H ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2025-07-01 00:00:00.000,Current
381,BK-R64Y-38,2,Bikes,Road Bikes,"Road-550-W Yellow, 38",605.6492,Yellow,38,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2024-07-01 00:00:00.000,NULL
382,BK-R64Y-38,2,Bikes,Road Bikes,"Road-550-W Yellow, 38",713.0798,Yellow,38,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2025-07-01 00:00:00.000,Current
383,BK-R64Y-40,2,Bikes,Road Bikes,"Road-550-W Yellow, 40",605.6492,Yellow,40,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2024-07-01 00:00:00.000,NULL
384,BK-R64Y-40,2,Bikes,Road Bikes,"Road-550-W Yellow, 40",713.0798,Yellow,40,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2025-07-01 00:00:00.000,Current
385,BK-R64Y-42,2,Bikes,Road Bikes,"Road-550-W Yellow, 42",605.6492,Yellow,42,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2024-07-01 00:00:00.000,NULL
386,BK-R64Y-42,2,Bikes,Road Bikes,"Road-550-W Yellow, 42",713.0798,Yellow,42,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2025-07-01 00:00:00.000,Current
387,BK-R64Y-44,2,Bikes,Road Bikes,"Road-550-W Yellow, 44",605.6492,Yellow,44,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2024-07-01 00:00:00.000,NULL
388,BK-R64Y-44,2,Bikes,Road Bikes,"Road-550-W Yellow, 44",713.0798,Yellow,44,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2025-07-01 00:00:00.000,Current
389,BK-R64Y-48,2,Bikes,Road Bikes,"Road-550-W Yellow, 48",605.6492,Yellow,48,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2024-07-01 00:00:00.000,NULL
390,BK-R64Y-48,2,Bikes,Road Bikes,"Road-550-W Yellow, 48",713.0798,Yellow,48,"R ","M ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2025-07-01 00:00:00.000,Current
391,FK-1639,10,Components,Forks,LL Fork,65.8097,NA,NULL,NULL,"L ",LL Fork,Stout design absorbs shock and offers more precise steering.,2024-07-01 00:00:00.000,NULL
392,FK-5136,10,Components,Forks,ML Fork,77.9176,NA,NULL,NULL,"M ",ML Fork,Composite road fork with an aluminum steerer tube.,2024-07-01 00:00:00.000,NULL
393,FK-9939,10,Components,Forks,HL Fork,101.8936,NA,NULL,NULL,"H ",HL Fork,High-performance carbon road fork with curved legs.,2024-07-01 00:00:00.000,NULL
394,HS-0296,11,Components,Headsets,LL Headset,15.1848,NA,NULL,NULL,"L ",LL Headset,Threadless headset provides quality at an economical price.,2024-07-01 00:00:00.000,NULL
395,HS-2451,11,Components,Headsets,ML Headset,45.4168,NA,NULL,NULL,"M ",ML Headset,Sealed cartridge keeps dirt out.,2024-07-01 00:00:00.000,NULL
396,HS-3479,11,Components,Headsets,HL Headset,55.3801,NA,NULL,NULL,"H ",HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",2024-07-01 00:00:00.000,NULL
397,HB-M243,4,Components,Handlebars,LL Mountain Handlebars,17.978,NA,NULL,"M ","L ",LL Mountain Handlebars,All-purpose bar for on or off-road.,2024-07-01 00:00:00.000,NULL
398,HB-M243,4,Components,Handlebars,LL Mountain Handlebars,19.7758,NA,NULL,"M ","L ",LL Mountain Handlebars,All-purpose bar for on or off-road.,2025-07-01 00:00:00.000,Current
399,HB-M763,4,Components,Handlebars,ML Mountain Handlebars,24.9932,NA,NULL,"M ","M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2024-07-01 00:00:00.000,NULL
400,HB-M763,4,Components,Handlebars,ML Mountain Handlebars,27.4925,NA,NULL,"M ","M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2025-07-01 00:00:00.000,Current
401,HB-M918,4,Components,Handlebars,HL Mountain Handlebars,48.5453,NA,NULL,"M ","H ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2024-07-01 00:00:00.000,NULL
402,HB-M918,4,Components,Handlebars,HL Mountain Handlebars,53.3999,NA,NULL,"M ","H ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2025-07-01 00:00:00.000,Current
403,HB-R504,4,Components,Handlebars,LL Road Handlebars,17.978,NA,NULL,"R ","L ",LL Road Handlebars,Unique shape provides easier reach to the levers.,2024-07-01 00:00:00.000,NULL
404,HB-R504,4,Components,Handlebars,LL Road Handlebars,19.7758,NA,NULL,"R ","L ",LL Road Handlebars,Unique shape provides easier reach to the levers.,2025-07-01 00:00:00.000,Current
405,HB-R720,4,Components,Handlebars,ML Road Handlebars,24.9932,NA,NULL,"R ","M ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2024-07-01 00:00:00.000,NULL
406,HB-R720,4,Components,Handlebars,ML Road Handlebars,27.4925,NA,NULL,"R ","M ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2025-07-01 00:00:00.000,Current
407,HB-R956,4,Components,Handlebars,HL Road Handlebars,48.5453,NA,NULL,"R ","H ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2024-07-01 00:00:00.000,NULL
408,HB-R956,4,Components,Handlebars,HL Road Handlebars,53.3999,NA,NULL,"R ","H ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2025-07-01 00:00:00.000,Current
